X,Y,Z
-8.64708329971112,49.86208331452413,539626.038897893
-6.347083308911742,49.91208331432409,372795.55555555556
-5.747083311311904,50.06208331372399,638125.0
-5.747083311311904,50.112083313523954,435000.0
-5.697083311511918,50.01208331392402,362444.44444444444
-5.697083311511918,50.06208331372399,384812.5
-5.697083311511918,50.112083313523954,251812.72727272726
-5.647083311711931,50.01208331392402,670000.0
-5.647083311711931,50.06208331372399,282091.70588235295
-5.647083311711931,50.112083313523954,317785.71428571426
-5.597083311911945,50.06208331372399,307662.9310344828
-5.597083311911945,50.112083313523954,269569.8596491228
-5.597083311911945,50.16208331332392,466000.0
-5.547083312111958,50.06208331372399,319158.82352941175
-5.547083312111958,50.112083313523954,224122.11650485438
-5.547083312111958,50.16208331332392,368888.8888888889
-5.497083312311972,50.112083313523954,322411.1111111111
-5.497083312311972,50.16208331332392,392816.875
-5.497083312311972,50.212083313123884,444738.0833333333
-5.447083312511985,50.06208331372399,236000.0
-5.447083312511985,50.112083313523954,306270.75471698114
-5.447083312511985,50.16208331332392,257139.0611353712
-5.397083312711999,50.06208331372399,411392.5
-5.397083312711999,50.112083313523954,375481.96428571426
-5.397083312711999,50.16208331332392,278034.07692307694
-5.397083312711999,50.212083313123884,624166.6666666666
-5.347083312912012,50.06208331372399,288397.4358974359
-5.347083312912012,50.112083313523954,304812.46428571426
-5.347083312912012,50.16208331332392,256717.27272727274
-5.347083312912012,50.212083313123884,210039.41666666666
-5.297083313112026,49.96208331412406,397500.0
-5.297083313112026,50.01208331392402,531282.1428571428
-5.297083313112026,50.06208331372399,226588.68613138687
-5.297083313112026,50.112083313523954,322658.3333333333
-5.297083313112026,50.16208331332392,228113.62337662338
-5.297083313112026,50.212083313123884,241543.10064935064
-5.297083313112026,50.26208331292385,315000.0
-5.297083313112026,51.862083306522734,255906.25
-5.247083313312039,49.96208331412406,234096.875
-5.247083313312039,50.01208331392402,266189.17647058825
-5.247083313312039,50.06208331372399,406608.3333333333
-5.247083313312039,50.112083313523954,427230.76923076925
-5.247083313312039,50.16208331332392,304941.0256410256
-5.247083313312039,50.212083313123884,206766.45890410958
-5.247083313312039,50.26208331292385,351029.2792792793
-5.247083313312039,50.312083312723814,460369.5652173913
-5.247083313312039,51.862083306522734,274500.0
-5.247083313312039,51.9120833063227,165666.66666666666
-5.197083313512053,49.96208331412406,372347.0588235294
-5.197083313512053,50.06208331372399,671909.0909090909
-5.197083313512053,50.112083313523954,414413.04347826086
-5.197083313512053,50.16208331332392,285989.63636363635
-5.197083313512053,50.212083313123884,243131.85057471265
-5.197083313512053,50.26208331292385,409332.9268292683
-5.197083313512053,50.312083312723814,340485.35294117645
-5.197083313512053,51.662083307322874,296000.0
-5.197083313512053,51.71208330712284,283333.3333333333
-5.197083313512053,51.862083306522734,376333.3333333333
-5.197083313512053,51.9120833063227,528500.0
-5.147083313712066,50.01208331392402,537384.6153846154
-5.147083313712066,50.06208331372399,854562.0
-5.147083313712066,50.112083313523954,342579.671875
-5.147083313712066,50.16208331332392,328201.1554404145
-5.147083313712066,50.212083313123884,291177.397260274
-5.147083313712066,50.26208331292385,285681.96
-5.147083313712066,50.312083312723814,368916.9142857143
-5.147083313712066,50.36208331252378,464477.3608247423
-5.147083313712066,50.412083312323745,318282.875
-5.147083313712066,51.71208330712284,219062.5
-5.147083313712066,51.762083306922804,321000.0
-5.147083313712066,51.81208330672277,168500.0
-5.147083313712066,51.862083306522734,239375.0
-5.147083313712066,51.9120833063227,249815.0
-5.09708331391208,50.01208331392402,277423.07692307694
-5.09708331391208,50.06208331372399,470000.0
-5.09708331391208,50.112083313523954,348716.0851581509
-5.09708331391208,50.16208331332392,650215.5904761904
-5.09708331391208,50.212083313123884,357019.325
-5.09708331391208,50.26208331292385,279870.40845070424
-5.09708331391208,50.312083312723814,517545.45454545453
-5.09708331391208,50.36208331252378,267593.66255144036
-5.09708331391208,50.412083312323745,289446.65989847714
-5.09708331391208,51.662083307322874,177781.1875
-5.09708331391208,51.71208330712284,153367.58823529413
-5.09708331391208,51.762083306922804,186900.0
-5.09708331391208,51.81208330672277,250079.95
-5.09708331391208,51.9120833063227,309375.0
-5.09708331391208,51.962083306122665,265000.0
-5.047083314112093,50.112083313523954,1062972.7142857143
-5.047083314112093,50.16208331332392,829833.3333333334
-5.047083314112093,50.212083313123884,492138.0
-5.047083314112093,50.26208331292385,299684.7986577181
-5.047083314112093,50.312083312723814,350230.0
-5.047083314112093,50.36208331252378,314073.4375
-5.047083314112093,50.412083312323745,277936.0731707317
-5.047083314112093,50.46208331212371,1047142.8571428572
-5.047083314112093,50.512083311923675,1050666.6666666667
-5.047083314112093,51.61208330752291,217750.0
-5.047083314112093,51.662083307322874,156935.66666666666
-5.047083314112093,51.71208330712284,155870.93846153846
-5.047083314112093,51.762083306922804,272500.0
-5.047083314112093,51.81208330672277,326666.6666666667
-5.047083314112093,51.862083306522734,264250.0
-5.047083314112093,51.9120833063227,204340.0
-5.047083314112093,51.962083306122665,163921.15384615384
-4.997083314312107,50.112083313523954,548000.0
-4.997083314312107,50.16208331332392,499807.347826087
-4.997083314312107,50.212083313123884,397650.0
-4.997083314312107,50.26208331292385,368536.17391304346
-4.997083314312107,50.312083312723814,520357.14285714284
-4.997083314312107,50.36208331252378,150283.33333333334
-4.997083314312107,50.412083312323745,433115.3846153846
-4.997083314312107,50.46208331212371,305646.1538461539
-4.997083314312107,50.512083311923675,609850.0
-4.997083314312107,51.61208330752291,333666.6666666667
-4.997083314312107,51.662083307322874,160415.07936507938
-4.997083314312107,51.71208330712284,200878.26666666666
-4.997083314312107,51.762083306922804,173551.28289473685
-4.997083314312107,51.81208330672277,236646.2962962963
-4.997083314312107,51.862083306522734,316400.0
-4.997083314312107,51.9120833063227,180722.22222222222
-4.997083314312107,51.962083306122665,168298.46153846153
-4.9470833145121205,50.212083313123884,410187.5
-4.9470833145121205,50.26208331292385,293181.91489361704
-4.9470833145121205,50.312083312723814,262122.91666666666
-4.9470833145121205,50.36208331252378,234930.63235294117
-4.9470833145121205,50.412083312323745,281848.5714285714
-4.9470833145121205,50.46208331212371,660042.8571428572
-4.9470833145121205,50.512083311923675,661929.5747126436
-4.9470833145121205,50.56208331172364,1036908.0
-4.9470833145121205,51.61208330752291,202666.66666666666
-4.9470833145121205,51.662083307322874,158696.71515151515
-4.9470833145121205,51.71208330712284,245254.7142857143
-4.9470833145121205,51.762083306922804,280196.1538461539
-4.9470833145121205,51.81208330672277,223216.66666666666
-4.9470833145121205,51.862083306522734,221571.42857142858
-4.9470833145121205,51.9120833063227,292500.0
-4.9470833145121205,51.962083306122665,218861.53846153847
-4.9470833145121205,52.01208330592263,455000.0
-4.897083314712134,50.212083313123884,312000.0
-4.897083314712134,50.26208331292385,325000.0
-4.897083314712134,50.312083312723814,210589.22
-4.897083314712134,50.36208331252378,185076.92307692306
-4.897083314712134,50.412083312323745,310000.0
-4.897083314712134,50.46208331212371,465000.0
-4.897083314712134,50.512083311923675,798313.6363636364
-4.897083314712134,50.56208331172364,826250.0
-4.897083314712134,51.61208330752291,97427.72222222222
-4.897083314712134,51.662083307322874,283745.0
-4.897083314712134,51.71208330712284,431000.0
-4.897083314712134,51.762083306922804,200000.0
-4.897083314712134,51.81208330672277,330145.0
-4.897083314712134,51.862083306522734,277416.6666666667
-4.897083314712134,51.962083306122665,872500.0
-4.897083314712134,52.01208330592263,453750.0
-4.8470833149121475,50.212083313123884,509215.625
-4.8470833149121475,50.26208331292385,410278.5714285714
-4.8470833149121475,50.312083312723814,266699.225
-4.8470833149121475,50.36208331252378,193843.13725490196
-4.8470833149121475,50.412083312323745,374786.0833333333
-4.8470833149121475,50.46208331212371,311800.0
-4.8470833149121475,50.512083311923675,302371.76470588235
-4.8470833149121475,50.56208331172364,447622.4137931034
-4.8470833149121475,51.61208330752291,272000.0
-4.8470833149121475,51.662083307322874,224865.7894736842
-4.8470833149121475,51.71208330712284,475000.0
-4.8470833149121475,51.762083306922804,327500.0
-4.8470833149121475,51.81208330672277,249333.33333333334
-4.8470833149121475,51.862083306522734,295500.0
-4.8470833149121475,51.9120833063227,391166.6666666667
-4.8470833149121475,51.962083306122665,419250.0
-4.8470833149121475,52.01208330592263,371975.0
-4.797083315112161,50.212083313123884,425603.8461538461
-4.797083315112161,50.26208331292385,294800.0
-4.797083315112161,50.312083312723814,239615.64285714287
-4.797083315112161,50.36208331252378,219061.19444444444
-4.797083315112161,50.412083312323745,349330.55555555556
-4.797083315112161,50.46208331212371,306876.3157894737
-4.797083315112161,50.512083311923675,411184.2105263158
-4.797083315112161,50.56208331172364,120000.0
-4.797083315112161,50.612083311523605,339318.1818181818
-4.797083315112161,50.66208331132357,316600.0
-4.797083315112161,51.61208330752291,229665.83333333334
-4.797083315112161,51.662083307322874,276718.75
-4.797083315112161,51.71208330712284,249388.88888888888
-4.797083315112161,51.762083306922804,243611.76470588235
-4.797083315112161,51.81208330672277,376157.14285714284
-4.797083315112161,51.862083306522734,291500.0
-4.797083315112161,51.9120833063227,52500.0
-4.797083315112161,51.962083306122665,450000.0
-4.797083315112161,52.01208330592263,222000.0
-4.797083315112161,52.062083305722595,326666.6666666667
-4.7470833153121745,50.312083312723814,282260.88118811883
-4.7470833153121745,50.36208331252378,254982.14285714287
-4.7470833153121745,50.412083312323745,306498.6111111111
-4.7470833153121745,50.46208331212371,190552.59624413145
-4.7470833153121745,50.512083311923675,375368.4
-4.7470833153121745,50.56208331172364,265624.39285714284
-4.7470833153121745,50.612083311523605,226670.6896551724
-4.7470833153121745,50.66208331132357,450264.70588235295
-4.7470833153121745,51.61208330752291,390000.0
-4.7470833153121745,51.662083307322874,260069.2435897436
-4.7470833153121745,51.71208330712284,246479.10606060605
-4.7470833153121745,51.762083306922804,202876.56164383562
-4.7470833153121745,51.81208330672277,287677.5
-4.7470833153121745,51.862083306522734,184000.0
-4.7470833153121745,51.9120833063227,421666.6666666667
-4.7470833153121745,52.01208330592263,249733.33333333334
-4.7470833153121745,52.062083305722595,851666.6666666666
-4.7470833153121745,52.76208330292211,313625.0
-4.697083315512188,50.312083312723814,283026.4736842105
-4.697083315512188,50.36208331252378,279921.4705882353
-4.697083315512188,50.412083312323745,373800.0
-4.697083315512188,50.46208331212371,215500.0
-4.697083315512188,50.512083311923675,412550.4347826087
-4.697083315512188,50.56208331172364,213900.0
-4.697083315512188,50.612083311523605,244225.45454545456
-4.697083315512188,50.66208331132357,302876.1904761905
-4.697083315512188,51.71208330712284,376821.4285714286
-4.697083315512188,51.762083306922804,358285.71428571426
-4.697083315512188,51.81208330672277,261244.5
-4.697083315512188,51.862083306522734,341333.3333333333
-4.697083315512188,51.9120833063227,246000.0
-4.697083315512188,51.962083306122665,144283.33333333334
-4.697083315512188,52.01208330592263,253325.0
-4.697083315512188,52.062083305722595,186699.35897435897
-4.697083315512188,52.11208330552256,309666.6666666667
-4.697083315512188,52.76208330292211,376114.0
-4.697083315512188,52.81208330272207,288062.5
-4.697083315512188,52.86208330252204,249999.0
-4.697083315512188,53.26208330092176,295853.5714285714
-4.697083315512188,53.312083300721724,194983.33333333334
-4.647083315712202,50.312083312723814,511652.63157894736
-4.647083315712202,50.36208331252378,361595.71428571426
-4.647083315712202,50.412083312323745,688333.3333333334
-4.647083315712202,50.46208331212371,383000.0
-4.647083315712202,50.512083311923675,528000.0
-4.647083315712202,50.612083311523605,166881.81818181818
-4.647083315712202,50.66208331132357,469987.5
-4.647083315712202,50.712083311123536,261158.33333333334
-4.647083315712202,51.71208330712284,289992.85714285716
-4.647083315712202,51.762083306922804,345100.0
-4.647083315712202,51.81208330672277,218500.0
-4.647083315712202,51.862083306522734,254064.2857142857
-4.647083315712202,51.9120833063227,167333.33333333334
-4.647083315712202,51.962083306122665,232075.0
-4.647083315712202,52.01208330592263,170342.1875
-4.647083315712202,52.062083305722595,234093.63636363635
-4.647083315712202,52.11208330552256,670000.0
-4.647083315712202,52.81208330272207,150000.0
-4.647083315712202,52.86208330252204,242500.0
-4.647083315712202,53.212083301121794,310000.0
